linha=1 | nome=Igor | acao=executou o benchmark | valor=1959
linha=1603 | nome=Lucas | acao=comparou as metricas | valor=9037
linha=1604 | nome=Bruno | acao=otimizou o algoritmo | valor=4544
linha=1605 | nome=Mariana | acao=estudou computacao | valor=9233
linha=1606 | nome=Ana | acao=otimizou o algoritmo | valor=3465
linha=1607 | nome=Felipe | acao=otimizou o algoritmo | valor=1135
linha=1608 | nome=Otavio | acao=comparou as metricas | valor=1600
linha=1609 | nome=Helena | acao=executou o benchmark | valor=2554
linha=1610 | nome=Otavio | acao=escreveu o relatorio | valor=3600
linha=1611 | nome=Karen | acao=fez um experimento | valor=5998
linha=1612 | nome=Ana | acao=comparou as metricas | valor=3094
linha=1613 | nome=Daniela | acao=comparou as metricas | valor=2784
linha=1614 | nome=Renata | acao=comparou as metricas | valor=8230
linha=1615 | nome=Otavio | acao=executou o benchmark | valor=2104
linha=1616 | nome=Sofia | acao=participou da aula | valor=1598
linha=1617 | nome=Daniela | acao=participou da aula | valor=7695
linha=1618 | nome=Gabriela | acao=participou da aula | valor=3080
linha=1619 | nome=Helena | acao=fez um experimento | valor=5662
linha=1620 | nome=Vitor | acao=otimizou o algoritmo | valor=7435
linha=1621 | nome=Vitor | acao=executou o benchmark | valor=4171
linha=1622 | nome=Felipe | acao=comparou as metricas | valor=2635
linha=1623 | nome=Ana | acao=executou o benchmark | valor=8521
linha=1624 | nome=Lucas | acao=executou o benchmark | valor=1872
linha=1625 | nome=Gabriela | acao=fez um experimento | valor=7408
linha=1626 | nome=Otavio | acao=participou da aula | valor=6636
linha=1627 | nome=Gabriela | acao=analisou os resultados | valor=9605
linha=1628 | nome=Joao | acao=comparou as metricas | valor=2598
linha=1629 | nome=Joao | acao=comparou as metricas | valor=3093
linha=1630 | nome=Sofia | acao=otimizou o algoritmo | valor=6319
linha=1631 | nome=Vitor | acao=analisou os resultados | valor=4736
linha=1632 | nome=Natalia | acao=analisou os resultados | valor=9328
linha=1633 | nome=Daniela | acao=analisou os resultados | valor=2436
linha=1634 | nome=Eduarda | acao=fez um experimento | valor=3491
linha=1635 | nome=Gabriela | acao=executou o benchmark | valor=4934
linha=1636 | nome=Sofia | acao=comparou as metricas | valor=6843
linha=1637 | nome=Igor | acao=executou o benchmark | valor=7448
linha=1638 | nome=Felipe | acao=executou o benchmark | valor=8252
linha=1639 | nome=Igor | acao=otimizou o algoritmo | valor=8956
linha=1640 | nome=Carlos | acao=escreveu o relatorio | valor=8281
linha=1641 | nome=Eduarda | acao=escreveu o relatorio | valor=3219
linha=1642 | nome=Renata | acao=otimizou o algoritmo | valor=1937
linha=1643 | nome=Renata | acao=executou o benchmark | valor=2791
linha=1644 | nome=Helena | acao=estudou computacao | valor=1718
linha=1645 | nome=Tiago | acao=escreveu o relatorio | valor=6483
linha=1646 | nome=Igor | acao=fez um experimento | valor=4404
linha=1647 | nome=Carlos | acao=executou o benchmark | valor=3152
linha=1648 | nome=Joao | acao=analisou os resultados | valor=3106
linha=1649 | nome=Gabriela | acao=comparou as metricas | valor=8176
linha=1650 | nome=Joao | acao=analisou os resultados | valor=5504
linha=1651 | nome=Tiago | acao=fez um experimento | valor=5062
linha=1652 | nome=Natalia | acao=comparou as metricas | valor=8637
linha=1653 | nome=Felipe | acao=escreveu o relatorio | valor=1700
linha=1654 | nome=Tiago | acao=analisou os resultados | valor=5989
linha=1655 | nome=Lucas | acao=otimizou o algoritmo | valor=6264
linha=1656 | nome=Renata | acao=comparou as metricas | valor=1410
linha=1657 | nome=Helena | acao=estudou computacao | valor=5527
linha=1658 | nome=Bruno | acao=participou da aula | valor=7304
linha=1659 | nome=Mariana | acao=analisou os resultados | valor=7558
linha=1660 | nome=Sofia | acao=escreveu o relatorio | valor=2233
linha=1661 | nome=Igor | acao=fez um experimento | valor=9722
linha=1662 | nome=Tiago | acao=executou o benchmark | valor=4596
linha=1663 | nome=Gabriela | acao=estudou computacao | valor=7202
linha=1664 | nome=Renata | acao=analisou os resultados | valor=1079
linha=1665 | nome=Eduarda | acao=executou o benchmark | valor=9224
linha=1666 | nome=Joao | acao=escreveu o relatorio | valor=4416
linha=1667 | nome=Mariana | acao=analisou os resultados | valor=5210
linha=1668 | nome=Daniela | acao=estudou computacao | valor=9313
linha=1669 | nome=Carlos | acao=otimizou o algoritmo | valor=7833
linha=1670 | nome=Tiago | acao=participou da aula | valor=3236
linha=1671 | nome=Bruno | acao=escreveu o relatorio | valor=6079
linha=1672 | nome=Natalia | acao=comparou as metricas | valor=9101
linha=1673 | nome=Lucas | acao=otimizou o algoritmo | valor=8638
linha=1674 | nome=Helena | acao=escreveu o relatorio | valor=5030
linha=1675 | nome=Joao | acao=escreveu o relatorio | valor=7752
linha=1676 | nome=Vitor | acao=participou da aula | valor=9490
linha=1677 | nome=Karen | acao=otimizou o algoritmo | valor=3478
linha=1678 | nome=Tiago | acao=analisou os resultados | valor=9354
linha=1679 | nome=Helena | acao=executou o benchmark | valor=3327
linha=1680 | nome=Vitor | acao=comparou as metricas | valor=5460
linha=1681 | nome=Ana | acao=comparou as metricas | valor=1359
linha=1682 | nome=Igor | acao=otimizou o algoritmo | valor=7718
linha=1683 | nome=Renata | acao=executou o benchmark | valor=8852
linha=1684 | nome=Helena | acao=analisou os resultados | valor=6444
linha=1685 | nome=Paulo | acao=comparou as metricas | valor=2705
linha=1686 | nome=Mariana | acao=executou o benchmark | valor=7399
linha=1687 | nome=Felipe | acao=fez um experimento | valor=2357
linha=1688 | nome=Sofia | acao=executou o benchmark | valor=3900
linha=1689 | nome=Igor | acao=analisou os resultados | valor=4446
linha=1690 | nome=Renata | acao=comparou as metricas | valor=3063
linha=1691 | nome=Karen | acao=comparou as metricas | valor=9495
linha=1692 | nome=Carlos | acao=comparou as metricas | valor=8216
linha=1693 | nome=Renata | acao=participou da aula | valor=3203
linha=1694 | nome=Karen | acao=estudou computacao | valor=8982
linha=1695 | nome=Sofia | acao=otimizou o algoritmo | valor=4819
linha=1696 | nome=Gabriela | acao=otimizou o algoritmo | valor=5023
linha=1697 | nome=Vitor | acao=escreveu o relatorio | valor=2645
linha=1698 | nome=Gabriela | acao=executou o benchmark | valor=5718
linha=1699 | nome=Tiago | acao=escreveu o relatorio | valor=7959
linha=1700 | nome=Lucas | acao=executou o benchmark | valor=8328
linha=1701 | nome=Tiago | acao=estudou computacao | valor=6921
linha=1702 | nome=Eduarda | acao=fez um experimento | valor=1460
linha=1703 | nome=Natalia | acao=analisou os resultados | valor=4113
linha=1704 | nome=Daniela | acao=analisou os resultados | valor=5841
linha=1705 | nome=Mariana | acao=fez um experimento | valor=1876
linha=1706 | nome=Renata | acao=otimizou o algoritmo | valor=1885
linha=1707 | nome=Felipe | acao=executou o benchmark | valor=6063
linha=1708 | nome=Mariana | acao=analisou os resultados | valor=2679
linha=1709 | nome=Eduarda | acao=fez um experimento | valor=8954
linha=1710 | nome=Renata | acao=executou o benchmark | valor=3140
linha=1711 | nome=Mariana | acao=executou o benchmark | valor=1685
linha=1712 | nome=Otavio | acao=otimizou o algoritmo | valor=6250
linha=1713 | nome=Daniela | acao=otimizou o algoritmo | valor=8641
linha=1714 | nome=Lucas | acao=analisou os resultados | valor=6477
linha=1715 | nome=Karen | acao=analisou os resultados | valor=5259
linha=1716 | nome=Sofia | acao=fez um experimento | valor=1277
linha=1717 | nome=Karen | acao=escreveu o relatorio | valor=3801
linha=1718 | nome=Mariana | acao=estudou computacao | valor=2942
linha=1719 | nome=Carlos | acao=executou o benchmark | valor=6331
linha=1720 | nome=Carlos | acao=participou da aula | valor=2936
linha=1721 | nome=Helena | acao=comparou as metricas | valor=8870
linha=1722 | nome=Carlos | acao=participou da aula | valor=6583
linha=1723 | nome=Felipe | acao=estudou computacao | valor=6609
linha=1724 | nome=Paulo | acao=escreveu o relatorio | valor=9308
linha=1725 | nome=Natalia | acao=otimizou o algoritmo | valor=6565
linha=1726 | nome=Otavio | acao=executou o benchmark | valor=6531
linha=1727 | nome=Carlos | acao=participou da aula | valor=3633
linha=1728 | nome=Bruno | acao=escreveu o relatorio | valor=5950
linha=1729 | nome=Tiago | acao=comparou as metricas | valor=8450
linha=1730 | nome=Tiago | acao=executou o benchmark | valor=1348
linha=1731 | nome=Ana | acao=participou da aula | valor=3146
linha=1732 | nome=Ana | acao=comparou as metricas | valor=8637
linha=1733 | nome=Karen | acao=otimizou o algoritmo | valor=2443
linha=1734 | nome=Daniela | acao=otimizou o algoritmo | valor=5378
linha=1735 | nome=Vitor | acao=escreveu o relatorio | valor=2872
linha=1736 | nome=Gabriela | acao=comparou as metricas | valor=2411
linha=1737 | nome=Eduarda | acao=participou da aula | valor=3831
linha=1738 | nome=Eduarda | acao=otimizou o algoritmo | valor=8487
linha=1739 | nome=Renata | acao=estudou computacao | valor=1528
linha=1740 | nome=Bruno | acao=fez um experimento | valor=8459
linha=1741 | nome=Mariana | acao=otimizou o algoritmo | valor=7655
linha=1742 | nome=Daniela | acao=executou o benchmark | valor=3786
linha=1743 | nome=Daniela | acao=estudou computacao | valor=3813
linha=1744 | nome=Daniela | acao=otimizou o algoritmo | valor=2783
linha=1745 | nome=Renata | acao=executou o benchmark | valor=8732
linha=1746 | nome=Otavio | acao=analisou os resultados | valor=3950
linha=1747 | nome=Vitor | acao=analisou os resultados | valor=9393
linha=1748 | nome=Felipe | acao=participou da aula | valor=8677
linha=1749 | nome=Renata | acao=executou o benchmark | valor=2825
linha=1750 | nome=Ana | acao=comparou as metricas | valor=6742
linha=1751 | nome=Eduarda | acao=executou o benchmark | valor=2094
linha=1752 | nome=Felipe | acao=otimizou o algoritmo | valor=9933
linha=1753 | nome=Igor | acao=analisou os resultados | valor=7273
linha=1754 | nome=Carlos | acao=executou o benchmark | valor=1647
linha=1755 | nome=Bruno | acao=otimizou o algoritmo | valor=8427
linha=1756 | nome=Karen | acao=otimizou o algoritmo | valor=8209
linha=1757 | nome=Mariana | acao=fez um experimento | valor=9293
linha=1758 | nome=Carlos | acao=participou da aula | valor=4356
linha=1759 | nome=Otavio | acao=escreveu o relatorio | valor=4711
linha=1760 | nome=Otavio | acao=escreveu o relatorio | valor=7075
linha=1761 | nome=Sofia | acao=comparou as metricas | valor=4901
linha=1762 | nome=Bruno | acao=otimizou o algoritmo | valor=2621
linha=1763 | nome=Igor | acao=analisou os resultados | valor=4188
linha=1764 | nome=Eduarda | acao=participou da aula | valor=3551
linha=1765 | nome=Karen | acao=estudou computacao | valor=8205
linha=1766 | nome=Gabriela | acao=participou da aula | valor=1323
linha=1767 | nome=Eduarda | acao=fez um experimento | valor=3294
linha=1768 | nome=Karen | acao=analisou os resultados | valor=5190
linha=1769 | nome=Daniela | acao=executou o benchmark | valor=9402
linha=1770 | nome=Igor | acao=fez um experimento | valor=5106
linha=1771 | nome=Daniela | acao=executou o benchmark | valor=2766
linha=1772 | nome=Joao | acao=escreveu o relatorio | valor=6008
linha=1773 | nome=Mariana | acao=otimizou o algoritmo | valor=6433
linha=1774 | nome=Otavio | acao=executou o benchmark | valor=6435
linha=1775 | nome=Mariana | acao=otimizou o algoritmo | valor=1244
linha=1776 | nome=Daniela | acao=escreveu o relatorio | valor=1206
linha=1777 | nome=Joao | acao=participou da aula | valor=2532
linha=1778 | nome=Helena | acao=executou o benchmark | valor=1295
linha=1779 | nome=Ana | acao=escreveu o relatorio | valor=1500
linha=1780 | nome=Renata | acao=analisou os resultados | valor=5298
linha=1781 | nome=Bruno | acao=analisou os resultados | valor=4449
linha=1782 | nome=Tiago | acao=fez um experimento | valor=8607
linha=1783 | nome=Vitor | acao=fez um experimento | valor=6794
linha=1784 | nome=Daniela | acao=executou o benchmark | valor=6779
linha=1785 | nome=Bruno | acao=analisou os resultados | valor=3143
linha=1786 | nome=Sofia | acao=analisou os resultados | valor=4480
linha=1787 | nome=Mariana | acao=otimizou o algoritmo | valor=8823
linha=1788 | nome=Bruno | acao=otimizou o algoritmo | valor=4818
linha=1789 | nome=Helena | acao=estudou computacao | valor=2676
linha=1790 | nome=Daniela | acao=executou o benchmark | valor=3987
linha=1791 | nome=Otavio | acao=executou o benchmark | valor=2941
linha=1792 | nome=Paulo | acao=executou o benchmark | valor=7514
linha=1793 | nome=Daniela | acao=otimizou o algoritmo | valor=5760
linha=1794 | nome=Igor | acao=analisou os resultados | valor=4516
linha=1795 | nome=Otavio | acao=comparou as metricas | valor=6791
linha=1796 | nome=Igor | acao=estudou computacao | valor=7350
linha=1797 | nome=Sofia | acao=otimizou o algoritmo | valor=8053
linha=1798 | nome=Renata | acao=escreveu o relatorio | valor=5221
linha=1799 | nome=Otavio | acao=otimizou o algoritmo | valor=5527
linha=1800 | nome=Igor | acao=participou da aula | valor=8389
linha=1801 | nome=Lucas | acao=participou da aula | valor=4858
linha=1802 | nome=Mariana | acao=participou da aula | valor=6122
linha=1803 | nome=Vitor | acao=comparou as metricas | valor=6992
linha=1804 | nome=Paulo | acao=participou da aula | valor=3947
linha=1805 | nome=Igor | acao=analisou os resultados | valor=8264
linha=1806 | nome=Daniela | acao=analisou os resultados | valor=5033
linha=1807 | nome=Ana | acao=executou o benchmark | valor=1595
linha=1808 | nome=Mariana | acao=escreveu o relatorio | valor=4669
linha=1809 | nome=Sofia | acao=executou o benchmark | valor=4382
linha=1810 | nome=Gabriela | acao=otimizou o algoritmo | valor=8998
linha=1811 | nome=Ana | acao=escreveu o relatorio | valor=5062
linha=1812 | nome=Joao | acao=participou da aula | valor=5866
linha=1813 | nome=Helena | acao=otimizou o algoritmo | valor=5153
linha=1814 | nome=Paulo | acao=comparou as metricas | valor=7915
linha=1815 | nome=Igor | acao=participou da aula | valor=8537
linha=1816 | nome=Renata | acao=comparou as metricas | valor=6386
linha=1817 | nome=Bruno | acao=analisou os resultados | valor=2908
linha=1818 | nome=Daniela | acao=estudou computacao | valor=3016
linha=1819 | nome=Eduarda | acao=participou da aula | valor=6019
linha=1820 | nome=Igor | acao=otimizou o algoritmo | valor=3964
linha=1821 | nome=Karen | acao=comparou as metricas | valor=3843
linha=1822 | nome=Daniela | acao=analisou os resultados | valor=6432
linha=1823 | nome=Joao | acao=fez um experimento | valor=6360
linha=1824 | nome=Daniela | acao=analisou os resultados | valor=7532
linha=1825 | nome=Natalia | acao=estudou computacao | valor=8975
linha=1826 | nome=Lucas | acao=estudou computacao | valor=5352
linha=1827 | nome=Ana | acao=estudou computacao | valor=5668
linha=1828 | nome=Renata | acao=fez um experimento | valor=1686
linha=1829 | nome=Lucas | acao=executou o benchmark | valor=5220
linha=1830 | nome=Otavio | acao=participou da aula | valor=1474
linha=1831 | nome=Mariana | acao=otimizou o algoritmo | valor=5988
linha=1832 | nome=Karen | acao=estudou computacao | valor=1881
linha=1833 | nome=Karen | acao=participou da aula | valor=4115
linha=1834 | nome=Karen | acao=executou o benchmark | valor=7438
linha=1835 | nome=Karen | acao=escreveu o relatorio | valor=6636
linha=1836 | nome=Mariana | acao=estudou computacao | valor=9168
linha=1837 | nome=Mariana | acao=escreveu o relatorio | valor=5227
linha=1838 | nome=Joao | acao=otimizou o algoritmo | valor=6585
linha=1839 | nome=Joao | acao=escreveu o relatorio | valor=7202
linha=1840 | nome=Igor | acao=fez um experimento | valor=6322
linha=1841 | nome=Sofia | acao=executou o benchmark | valor=1896
linha=1842 | nome=Helena | acao=escreveu o relatorio | valor=5502
linha=1843 | nome=Carlos | acao=participou da aula | valor=5910
linha=1844 | nome=Daniela | acao=escreveu o relatorio | valor=7505
linha=1845 | nome=Carlos | acao=estudou computacao | valor=6128
linha=1846 | nome=Igor | acao=comparou as metricas | valor=5098
linha=1847 | nome=Lucas | acao=comparou as metricas | valor=1179
linha=1848 | nome=Paulo | acao=otimizou o algoritmo | valor=4456
linha=1849 | nome=Bruno | acao=escreveu o relatorio | valor=1933
linha=1850 | nome=Carlos | acao=executou o benchmark | valor=3244
linha=1851 | nome=Ana | acao=escreveu o relatorio | valor=6494
linha=1852 | nome=Joao | acao=comparou as metricas | valor=3783
linha=1853 | nome=Vitor | acao=fez um experimento | valor=6604
linha=1854 | nome=Mariana | acao=analisou os resultados | valor=8658
